Product Title,Price,Description
Serveur Tour Lenovo ThinkSystem ST50 V2 Xeon E-2324G / 2x 2 x 960 Go / 16 Go,"3 649,000 DT","Processeur Intel Xeon E-2324G, 3.1 Ghz up to 4.6 Ghz, 8 Mo de mémoire cache - Mémoire 16 Go - Disque 2x 960 Go SATA 6Gbps - Contrôleur de stockage Intel SATA - Slots: 2x PCIe x16 FHHL, 1x PCIe x1 - 1 x LAN - 1 x USB-C 3.2 Gen 2 - 2 x USB 3.2 Gen 2 - 6 x USB 3.2 Gen 1 (2 à l'avant, 4 à l'arrière)  - 1 x série - 1 x sortie de ligne audio - 1 x VGA - 2 x DisplayPort Alimentation 500W P/S - Garantie 1 an"
Pc Portable Gaming Lenovo LOQ 15IRX9 / i7-13650HX / RTX 4050 6G / 32 Go DDR5 / 512 Go SSD / Windows 11 / Gris + Souris RGB Lenovo LOQ M100,"3 679,000 DT","Écran 15.6"" Full HD (1920 x 1080), IPS, antireflet, 144 Hz, G-SYNC - Processeur Intel Core i7-13650HX, (jusqu’à 4.9 GHz, 24 Mo de mémoire cache) - Mémoire 32 Go DDR5-4800 - Disque SSD M.2 NVMe 512 Go - Carte graphique NVIDIA GeForce RTX 4050, 6 Go de mémoire GDDR6 dédiée - 2x Haut-parleurs stéréo, 2W, optimisés avec Nahimic Audio - Caméra FHD 1080p avec obturateur électronique - Clavier Rétroéclairé blanc, français - Wi-Fi 6 - Bluetooth 5.2 - 3x USB-A 3.2 - 1x USB-C 3.2 - 1x HDMI 2.1 - 1x prise combinée casque/microphone (3.5 mm) - 1x Ethernet (RJ-45) - Windows 11 - Couleur Gris Luna - Garantie 2 ans Avec Souris RVB Lenovo LOQ M100"
Pc Portable Dell Latitude 5530 / i7 12è Gén / 16 Go / 512 Go SSD,"3 699,000 DT","Ecran 15.6"" Full HD - Processeur Intel Core i7-1255U, up to 4.7 GHz, 12 Mo de mémoire cache - Mémoire 16 Go - Disque 512 Go SSD - Intel Iris Xe - 2x USB 3.2 type C - 2x USB 3.2 type A - RJ45 - HDMI - Webcam HD - Lecteur de cartes SD - Wifi 6e - Bluetooth 5.2 - Garantie 3 ans"
PC PORTABLE MSI CYBORG 15 A13VE / I5-13420H / RTX 4060 8G / 16 Go / 512 Go SSD /  Windows 11,"3 739,000 DT","Ecran : 15.6"" FULL HD , 144 Hz - Processeur : Intel Core i5-13420H (up to 4,6 GHz GHz , 12 Mo de mémoire cache, 8 Cores) - Système d'exploitation : Windows 11 Famille - Mémoire RAM : 16 Go - Disque Dur : 512 Go SSD- Carte Graphique : Nvidia GeForce RTX 4060 (8 Go de mémoire dédiée DDR6) - Wifi6 - Bluetooth 5.1- 1x (USB 3.2 Gen1/ DP) Type-C, 2x USB 3.2 Gen1 Type-A, 1x HDMI 2.1, 1x RJ45, 1x prise combo entrée micro/sortie casque - Camera HD 720P - Microphone et Haut-Parleur Intégré - Clavier Rétroéclairé Bleu - Couleur : Noir - Windows 11 - Garantie 1 an"
PC Portable Gigabyte G6KF / i7-13620H / RTX 4060 8G / 16 Go DDR5 / 1 To SSD / Noir,"3 769,000 DT","Écran 16"" Full HD+ (1920 x 1200) WUXGA, 165 Hz - Processeur Intel Core i7-13620H 13e génération, (jusqu'à 4.9 GHz, 24 Mo de mémoire cache) - Mémoire 16 Go (2x 8Go) DDR5-4800 - Disque SSD M.2 2280 1 To - Carte graphique NVIDIA GeForce RTX 4060, 8 Go de mémoire GDDR6 dédiée - Clavier pleine taille éclairé multi-langues, 15 couleurs, avec pavé numérique - 1x USB 2.0 - 1x USB 3.2 - 2x USB-C 3.2 - 1x Mini DP 1.4 - 1x HDMI (avec HDCP) - 1x 2-in-1 prise audio (casque/microphone) - 1 x prise microphone - 1x port LAN RJ-45 - 1x lecteur de carte MicroSD - 2x microphone haut-parleur 2 W Technologie DTS:X Ultra Audio - Wi-Fi 6E - Bluetooth 5.2 - Webcam HD 1.0M  - Couleur Noir - Garantie 1 an"
PC Portable Gigabyte G6KF / i7-13620H / RTX 4060 8G / 24 Go DDR5 / 1 To SSD / Noir,"3 809,000 DT","Écran 16"" Full HD+ (1920 x 1200) WUXGA, 165 Hz - Processeur Intel Core i7-13620H 13e génération, (jusqu'à 4.9 GHz, 24 Mo de mémoire cache) - Mémoire 24 Go (2x 8Go) DDR5-4800 - Disque SSD M.2 2280 1 To - Carte graphique NVIDIA GeForce RTX 4060, 8 Go de mémoire GDDR6 dédiée - Clavier pleine taille éclairé multi-langues, 15 couleurs, avec pavé numérique - 1x USB 2.0 - 1x USB 3.2 - 2x USB-C 3.2 - 1x Mini DP 1.4 - 1x HDMI (avec HDCP) - 1x 2-in-1 prise audio (casque/microphone) - 1 x prise microphone - 1x port LAN RJ-45 - 1x lecteur de carte MicroSD - 2x microphone haut-parleur 2 W Technologie DTS:X Ultra Audio - Wi-Fi 6E - Bluetooth 5.2 - Webcam HD 1.0M - Couleur Noir - Garantie 1 an"
PC PORTABLE MSI CYBORG 15 A13VE / I5-13420H / RTX 4060 8G / 24 Go / 512 Go SSD /  Windows 11,"3 819,000 DT","Ecran : 15.6"" FULL HD , 144 Hz - Processeur : Intel Core i5-13420H (up to 4,6 GHz GHz , 12 Mo de mémoire cache, 8 Cores) - Système d'exploitation : Windows 11 Famille - Mémoire RAM : 24 Go - Disque Dur : 512 Go SSD- Carte Graphique : Nvidia GeForce RTX 4060 (8 Go de mémoire dédiée DDR6) - Wifi6 - Bluetooth 5.1- 1x (USB 3.2 Gen1/ DP) Type-C, 2x USB 3.2 Gen1 Type-A, 1x HDMI 2.1, 1x RJ45, 1x prise combo entrée micro/sortie casque - Camera HD 720P - Microphone et Haut-Parleur Intégré - Clavier Rétroéclairé Bleu - Couleur : Noir - Windows 11 - Garantie 1 an"
PC Portable Gigabyte G6KF / i7-13620H / RTX 4060 8G / 32 Go DDR5 / 1 To SSD / Noir,"3 889,000 DT","Écran 16"" Full HD+ (1920 x 1200) WUXGA, 165 Hz - Processeur Intel Core i7-13620H 13e génération, (jusqu'à 4.9 GHz, 24 Mo de mémoire cache) - Mémoire 32 Go (2x 8Go) DDR5-4800 - Disque SSD M.2 2280 1 To - Carte graphique NVIDIA GeForce RTX 4060, 8 Go de mémoire GDDR6 dédiée - Clavier pleine taille éclairé multi-langues, 15 couleurs, avec pavé numérique - 1x USB 2.0 - 1x USB 3.2 - 2x USB-C 3.2 - 1x Mini DP 1.4 - 1x HDMI (avec HDCP) - 1x 2-in-1 prise audio (casque/microphone) - 1 x prise microphone - 1x port LAN RJ-45 - 1x lecteur de carte MicroSD - 2x microphone haut-parleur 2 W Technologie DTS:X Ultra Audio - Wi-Fi 6E - Bluetooth 5.2 - Webcam HD 1.0M - Couleur Noir - Garantie 1 an"
Serveur NAS professionnel 8 Baies QNAP TS-832PX-4G / Sans Disque,"3 919,000 DT","Serveur NAS professionnel 8 Baies TS-832PX-4G - Sans Disque - 8 baies compatibles 3.5"" et 2.5"" - Processeur AnnapurnaLabs Alpine AL-324 (Cortex A-57 Quad-Core 1.7 GHz) - 4 Go DDR4-SODIMM (1 x 4 Go - 1 Slot - 16 Go max.) - 2x SFP+ 10 Gbps + 2x LAN 2.5 GbE - Système de fichier : Interne : ext4, Externe : ext3, ext4, NTFS, FAT32, HFS+, exFAT (achat d'une licence requis) - Compatible avec les technologies de virtualisation légères LXC et Docker - Streaming Chromecast - Garantie 1 an"
Serveur Lenovo ThinkSystem SR250 V2 7D7QA02NEA / 16 Go,"3 939,000 DT","Serveur Lenovo ThinkSystem SR250 V2 7D7QA02NEA - Type de châssis: Crémaillère - Format Rack 1U - Processeur unique Intel Xeon E-2334, 3,4 GHz (4 Cœurs, 3,4 GHz) - Sans Disques durs - Mémoire RAM 16 GB - Type de RAM: DDR4 CCE - Chipset de la carte mère: Intel C256 - Contrôleur RAID Facultatif - Puce graphique Matrox G200 - Blocs d'alimentation 450 W - Garantie 3 ans"
PC PORTABLE MSI CYBORG 15 A13VE / I5-13420H / RTX 4060 8G / 32 Go / 512 Go SSD /  Windows 11,"3 979,000 DT","Ecran : 15.6"" FULL HD , 144 Hz - Processeur : Intel Core i5-13420H (up to 4,6 GHz GHz , 12 Mo de mémoire cache, 8 Cores) - Système d'exploitation : Windows 11 Famille - Mémoire RAM : 32 Go - Disque Dur : 512 Go SSD- Carte Graphique : Nvidia GeForce RTX 4060 (8 Go de mémoire dédiée DDR6) - Wifi6 - Bluetooth 5.1- 1x (USB 3.2 Gen1/ DP) Type-C, 2x USB 3.2 Gen1 Type-A, 1x HDMI 2.1, 1x RJ45, 1x prise combo entrée micro/sortie casque - Camera HD 720P - Microphone et Haut-Parleur Intégré - Clavier Rétroéclairé Bleu - Couleur : Noir - Windows 11 - Garantie 1 an"
"PC PORTABLE HP 14""  SPECTRE 14-EF2003NK I5-1335U / 16G 512SSD / Windows 11","3 999,000 DT","Ecran 13.5""  WUXGA 1920 x 1280p IPS Tactile - Processeur: Intel Core i5-1335U (Up to 4.60 GHz Turbo max, 12 Mo de mémoire cache, 10-Cores) - Mémoire RAM : 16 Go - Disque Dur : 512Go SSD Go PCIe® Gen4 NVMe™ TLC M.2 - Carte Graphique : Intégré Intel Iris Xᵉ Graphics - Appareil photo : Caméra IR HP True Vision 5 MP avec obturateur de caméra - Wi-Fi 6 - Bluetooth 5.3 - 2x Thunderbolt™ 4 avec USB Type-C, 1x USB Type-A, 1x prise combinée casque/microphone - lecteur de cartes microSD - Clavier rétroéclairé, de grande taille - Windows 11 - Couleur : Noir - Garantie : 1 an"
Pc portable ASUS ExpertBook B9 OLED B9403 / Ultra 7 150U / 16 Go / 1 To SSD / Noir,"3 999,000 DT","Écran 14"" OLED, WQXGA+ (2880 x 1800 px), rétroéclairage LED - Processeur Intel Core Ultra 7 150U, (jusqu'à 5.4 GHz, 12 Mo de mémoire cache) - Mémoire 16 Go LPDDR5 - Disque SSD M.2 NVMe 1 To - Carte graphique Intel Iris Xe Graphics - 1x USB 3.2 - 2x Thunderbolt 4 - 1x micro HDMI - 1x HDMI 2.1 TMDS - 1x prise audio combinée 3.5 mm - Clavier Chiclet rétroéclairé - Caméra FHD 1080p Avec obturateur de confidentialité - Haut-parleur / Microphone intégrés - Wi-Fi 6E - Bluetooth 5.3 - FreeDOS - Couleur Étoile noire - Garantie 1 an"
Serveur NAS 8 baies QNAP TS-832PXU-4G / Sans Disque Dur / AnnapurnaLabs Alpine AL324,"4 179,000 DT","Processeur AnnapurnaLabs Alpine AL324 64 bits ARM Cortex-A57 4 cœurs 1,7 GHz - RAM 4 Go UDIMM DDR4 Extensible jusqu'à 16 Go (1x 16 Go) - Mémoire flash 512 Mo - Nombre de disques supportés: 8 x 3.5"" SATA 6 Gb/s, 3 Gb/s - Compatibile Avec Disques durs SATA 3.5"", Disques durs SATA 2.5"", Disques SSD SATA 2.5"" - 2x Port Ethernet 2,5 gigabits (2.5G/1G/100M/10M) - 2 ports SFP+ 10 GbE - 1x Emplacement PCIe - 4x USB 3.2 - Format Montage en rack 2U - Indicateurs LED: Disque dur 1-8, état, LAN, extension de stockage - 2x Ventilateur 70mm, 12VDC - Max Nombre de connexions simultanées (CIFS) avec max Mémoire: 700 - Prise en charge de l'accélération du cache SSD - Wake on LAN - Dimensions: 89 × 482 × 534 mm - Poids: 15 kg  - Sans disque dur - Garantie 1 an"
Pc portable Dell Latitude 7430 / I7 12è Gén / 16 Go,"4 289,000 DT","Ecran 14"" FHD  - Processeur Intel Core i7-1265U, up to 4.8 Ghz, 12 Mo de mémoire cache - Mémoire 16 Go - Disque 512 Go SSD - Carte graphique Intel Iris Xe - Wifi 6 - Bluetooth - 2x Type-C (Thunderbolt) - 1x USB 3.2 Gen 1 - HDMI - Webcam HD - Garantie 3 ans"
Pc Portable Lenovo ThinkPad T14 Gen 4 / i5-1335U / 16 Go / 1 To SSD / Windows 11 Pro / Noir,"4 349,000 DT","Écran Tactile Multi-touches 14"" WUXGA (1920 x 1200), IPS  - Processeur Intel Core i5-1335U, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire  16 Go DDR4  - Disque SSD M.2 NVMe 1 To - Carte graphique Intel Iris Xe Graphics 2x Haut-parleurs stéréo Dolby Audio 2W - Caméra HD 720p, avec obturateur de confidentialité - Clavier Rétro-éclairage LED - Wi-Fi 6E - Bluetooth 5.3 - 1x Ethernet (RJ-45) - 2x USB 3.2 - 2x Thunderbolt 4 / USB4 - 1x HDMI 2.1 - 1x prise combo casque/microphone (3.5 mm) - Windows 11 Pro - Couleur Noir - Garantie 1 an"
PC PORTABLE ASUS EXPERTBOOK  B9403CV / I7-1355U / 16G / 1To SSD,"4 449,000 DT","Écran 14"" OLED   - Résolution WQXGA+ (2880 x 1800) - Processeur : Intel Core i7-1355U (2 Performance-Cores 5 GHz Turbo + 8 Efficient-Cores 3.7 GHz Turbo - 12 Threads - Cache 12 Mo) -Mémoire 16 Go - Disque : SSD 1 To  - Intel Iris Xe Graphics - Lecteur d'empreinte digitale - Wi-Fi 6E - Bluetooth 5.2 - NFC Sécurité - Webcam FHD 1080p IR  - Garantie : 2ans"
Serveur Dell tour PowerEdge T150,"4 649,000 DT","Baies avant Jusqu’à 4 disques (durs/SSD) SAS/SATA 3.5"" - Processeur Intel Xeon E-2314 (2,8 GHz, cache 8 Mo, 4C/4T, turbo 65 W) - Mémoire RAM 16 Go UDIMM, 3 200 MT/s, ECC - iDrac9 Basic - Disque 2 To 7,2 K tr/min SATA 6 Gbit/s 3,5 pouces Disque dur câblé - Contrôleur RAID PERC H335 - DVD +/-RW, LOM intégré - Garantie 3 ans"
PC PORTABLE ASUS TUF507VI / I7-13620H / RTX 4070 8G / 8 Go / 512 Go SSD / Windows 11,"4 989,000 DT","Écran 15.6"" Full HD IPS - Processeur : Intel Core i7-13620H (Up to 4.90 GHz Turbo max, 24 Mo de mémoire cache, 10-Cores) - Mémoire : 8 Go DDR5 - Disque Dur : 512 Go SSD - Carte Graphique : NVIDIA GeForce RTX 4070 (8 Go de mémoire dédiée GDDR6 - WiFi - Bluetooth - 2x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 2 Type-C - support DisplayPort™ - 1x Thunderbolt™ 4 support DisplayPort™ - 1x HDMI 2.1 - 1x RJ45 - 1x prise audio combinée 3,5 mm - Clavier Chiclet Rétroéclairé 1 zone RVB - Windows 11 - Garantie: 1 an"
PC PORTABLE ASUS TUF507VI / I7-13620H / RTX 4070 8G / 16 Go / 512 Go SSD / Windows 11,"5 099,000 DT","Écran 15.6"" Full HD IPS - Processeur : Intel Core i7-13620H (Up to 4.90 GHz Turbo max, 24 Mo de mémoire cache, 10-Cores) - Mémoire : 16 Go DDR5 - Disque Dur : 512 Go SSD - Carte Graphique : NVIDIA GeForce RTX 4070 (8 Go de mémoire dédiée GDDR6 - WiFi - Bluetooth - 2x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 2 Type-C - support DisplayPort™ - 1x Thunderbolt™ 4 support DisplayPort™ - 1x HDMI 2.1 - 1x RJ45 - 1x prise audio combinée 3,5 mm - Clavier Chiclet Rétroéclairé 1 zone RVB - Windows 11 - Garantie: 1 an"
PC PORTABLE ASUS TUF507VI / I7-13620H / RTX 4070 8G / 24 Go / 512 Go SSD / Windows 11,"5 159,000 DT","Écran 15.6"" Full HD IPS - Processeur : Intel Core i7-13620H (Up to 4.90 GHz Turbo max, 24 Mo de mémoire cache, 10-Cores) - Mémoire : 24 Go DDR5 - Disque Dur : 512 Go SSD - Carte Graphique : NVIDIA GeForce RTX 4070 (8 Go de mémoire dédiée GDDR6 - WiFi - Bluetooth - 2x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 2 Type-C - support DisplayPort™ - 1x Thunderbolt™ 4 support DisplayPort™ - 1x HDMI 2.1 - 1x RJ45 - 1x prise audio combinée 3,5 mm - Clavier Chiclet Rétroéclairé 1 zone RVB - Windows 11 - Garantie: 1 an"
Pc Portable Dell Latitude 7440 / i7-1355U / 16 Go DDR5 / 512 Go SSD / Windows 11 Pro,"5 199,000 DT","Écran 14"" Full HD+ (1 920 x 1 200) - Processeur Intel Core i7-1365U 13e génération, (jusqu'à 5.0 GHz, 12 Mo de mémoire cache) - Mémoire 16 Go LPDDR5 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel Iris Xe Graphics - Webcam Full HD 1080p - Clavier rétroéclairé par mini-LED - 1x lecteur de carte à puce - Haut-parleurs stéréo - Wi-Fi 6E - Bluetooth 5.3 - Windows 11 Pro - Couleur Silver - Garantie 3 ans"
Pc Portable Lenovo ThinkPad L13 Gen 5 2-En-1 / Ultra 7 165U / 32 Go DDR5 / 1 To SSD / Windows 11 Pro / Noir,"5 549,000 DT","Écran Tactile 13.3"" WUXGA, IPS - Processeur Intel Core Ultra 7 165U, (jusqu’à 4.9 GHz, 12 Mo de mémoire cache) - Mémoire 32 Go LPDDR5 - Disque SSD M.2 NVMe 1 To - Carte graphique Intel Graphics - Clavier Rétroéclairé Noir - Lecteur d'empreintes digitales - Wi-Fi 6 - Bluetooth - 2x USB-A - 1x Thunderbolt 4 - 1x USB-C - 1x HDMI 2.1 - 1x prise combinée casque/microphone (3.5 mm) - Windows 11 Pro - Avec Stylet intégré Lenovo - Couleur Noir - Garantie 3 ans"
SERVEUR Dell PowerEdge R250 E-2314 16G 480 SSD,"5 549,000 DT","SERVEUR Dell PowerEdge R250 - Facteur de Forme : Rack 1U - Processeur Intel Xeon E-2314 2.8GHz, 8M Cache, 4C/4T, Turbo (65W), 3200 MT/s - Support Processeur Un processeur Intel Xeon série E-2300 et jusqu'à 8 cœurs - Mémoire 16GB (1x16GB) 3200MHz UDIMM ECC - Support Mémoire 4 DIMM/128GB - Disque Dur 480GB SSD SATA Lire Intensif 6Gbps 512 2.5in Hotplug - Puissance 1 Pcs 450W 110-240 VAC, Filaire (Deuxième PSU ne peut pas être installé) - Ports Options Réseau 2 X 1 GbE LOM Ports Frontaux - 1 x Micro-USB iDRAC Direct séparé - USB 2.0 Ports Arrière - USB 2.0 - USB 3.0 1 x VGA - Expansion Slots PCIe 2 X emplacements PCIe Gen4 - Ethernet 2 X 1 GbE LOM - Garantie: 3 ans"
PC PORTABLE DELL LATITUDE 7450 / ULTRA 7 165U / 16GO 512GO SSD / GRIS,"5 599,000 DT","Écran 14"" Full HD+, IPS - Processeur : Intel Core Ultra 7 165U (Up to 4.9 GHz Turbo max, 12 Mo de mémoire cache, 12-Cores) -  Mémoire RAM : 16 Go LPDDR5x - Disque Dur : 512 Go SSD - Carte Graphique : Intel Graphics avec Wi-Fi, Bluetooth, 2x USB Type-C Thunderbolt™ 4.0 avec Power Delivery et DisplayPort, 2x USB 3.2 Gen 1, 1x HDMI 2.1, 1x Prise audio universelle - Système d'exploitation : Windows 11 Pro - Couleur : Gris - Garantie : 3 ans"
Serveur Tour HPE ProLiant ML30 Gen10 Plus / Intel Xeon E-2314 / 16 Go / 2 To,"5 649,000 DT","Serveur Tour HPE ProLiant ML30 Gen10 Plus - Processeur Intel Xeon E-2314 (4-Core, 2.8 GHz), 8 Mo de Mémoire Cache - Mémoire: 16 Go UDIMM DDR4 3200 MT/s - Carte Réseau: Embedded 1Gb 2-Port Ethernet Adapter - Contrôleur: LFF Non Hot Plug SATA HDD - Contrôleur Raid: Intel VROC SATA software RAID - Disque Dur: 2x HPE 1To SATA 7.2K LFF RW MV HDD - Nombre HDD: 4x LFF - Alimentation: 350W ATX Power Supply - Ventilateurs: 1 non-hot plug, non-redundant system fan - Format: Tour 4U - Garantie 3 ans"
Serveur NAS 4 baies QNAP TS-464U-RP-4G / Sans Disque Dur / Intel Celeron N5095,"5 699,000 DT","Processeur Intel Celeron N5095 4 cœurs/4 threads, jusqu'à 2,9 GHz - Graphiques Intel UHD - RAM 4 Go SODIMM DDR4 Extensible jusqu'à 16 Go (2 x 8 Go) - Mémoire flash 4 Go - Nombre de disques supportés: 4 x 3.5"" SATA 6 Gb/s, 3 Gb/s - Compatibile Avec Disques durs SATA 3.5"", Disques SSD SATA 2.5"" - 2x Port Ethernet 2,5 gigabits (2.5G/1G/100M/10M) - 1x Emplacement PCIe - 2x Port USB 2.0 - 2x Ports USB 3.2 (10 Gb/s) - 1x HDMI 1.4b - Format Montage en rack 1U - Indicateurs LED: Disque dur 1-4, état, LAN, extension, alimentation - 2x Ventilateur 40mm, 12VDC - Max Nombre de connexions simultanées (CIFS) avec max Mémoire: 1500 - Transcodage accéléré par le matériel - Prise en charge de l'accélération du cache SSD - Wake on LAN - Dimensions: 43 × 430 × 479 mm - Poids: 10.1 kg - Sans disque dur - Garantie 1 an"
"PC de bureau Apple Apple iMac M3 2023 24"" 8 Go / 1 To SSD / Argent","5 729,000 DT","Ecran Retina 4.5K 24"" (4480 x 2520 pixels) - Processeur: Apple M3 (8-Core/GPU8-Core) - Puce Apple M3 (CPU 8 coeurs / GPU 8 coeurs / Neural Engine 16 coeurs) - Chipset graphique Apple M3 GPU 8 coeurs - Mémoire 8 Go - Disque dur SSD 1 To - Système d'exploitation: Apple macOS Sonoma - Wi-Fi 6E - Bluetooth 5.3 - Webcam - 2x Thunderbolt 4/USB-C - 1x RJ45 - 1x Casque (Jack 3.5mm) - Couleur Argent - Garantie 1 an"
PC PORTABLE GIGABYTE AORUS 16X ASG / I7-14650HX / RTX 4070 8G / 16 Go / 1To SSD / WINDOWS 11 / NOIR,"5 789,000 DT","Écran 16"" QHD + fréquence d'affichage de 165 Hz - Processeur : Intel Core i7 14650HX (up to 5,2 GHz Turbo max, 30 Mo de mémoire cache, 16-Cores) - Mémoire :16 Go DDR5-5 600 MHz - Disque dur : 1To SSD - Carte graphique : NVIDIA GeForce RTX 4070 (8 Go de mémoire dédiée GDDR6) - Wi-Fi 7 - Bluetooth 5.4 - 2x USB 3.1 Gen 2 Type A - 1 X DisplayPort USB Type C - 1x Thunderbolt™ 4 (Type C) - 1x HDMI 2.1 - 1x RJ-45 - 1x Prise audio prise en charge combo micro/casque - Clavier rétroéclairé RVB - WINDOWS 11 - Garantie: 2 ans"
PC PORTABLE GIGABYTE AORUS 16X ASG / I7-14650HX / RTX 4070 8G / 24 Go / 1To SSD / WINDOWS 11 / NOIR,"5 873,000 DT","Écran 16"" QHD + fréquence d'affichage de 165 Hz - Processeur : Intel Core i7 14650HX (up to 5,2 GHz Turbo max, 30 Mo de mémoire cache, 16-Cores) - Mémoire : 24 Go DDR5-5 600 MHz - Disque dur : 1To SSD - Carte graphique : NVIDIA GeForce RTX 4070 (8 Go de mémoire dédiée GDDR6) - Wi-Fi 7 - Bluetooth 5.4 - 2x USB 3.1 Gen 2 Type A - 1 X DisplayPort USB Type C - 1x Thunderbolt™ 4 (Type C) - 1x HDMI 2.1 - 1x RJ-45 - 1x Prise audio prise en charge combo micro/casque - Clavier rétroéclairé RVB - WINDOWS 11 - Garantie: 2 ans"
PC PORTABLE GIGABYTE AORUS 16X ASG / I7-14650HX / RTX 4070 8G / 32 Go / 1To SSD / WINDOWS 11 / NOIR,"5 949,000 DT","Écran 16"" QHD + fréquence d'affichage de 165 Hz - Processeur : Intel Core i7 14650HX (up to 5,2 GHz Turbo max, 30 Mo de mémoire cache, 16-Cores) - Mémoire : 32 Go DDR5-5 600 MHz - Disque dur : 1To SSD - Carte graphique : NVIDIA GeForce RTX 4070 (8 Go de mémoire dédiée GDDR6) - Wi-Fi 7 - Bluetooth 5.4 - 2x USB 3.1 Gen 2 Type A - 1 X DisplayPort USB Type C - 1x Thunderbolt™ 4 (Type C) - 1x HDMI 2.1 - 1x RJ-45 - 1x Prise audio prise en charge combo micro/casque - Clavier rétroéclairé RVB - WINDOWS 11 - Garantie: 2 ans"
"PC Portable Apple MacBook Air M2 (2023) 15"" / 8 Go / 512 Go SSD / Midnight","5 999,000 DT","Écran 15.3"" Liquid Retina LED IPS (2 880 x 1 864 pixels) - Processeur: Apple M2 (CPU 8 coeurs / GPU 10 coeurs / Neural Engine 16 coeurs) - Système d'exploitation: MacOS - Mémoire RAM: 8 Go - Disque Dur: 512 Go SSD - Wi-Fi - Bluetooth - 2x Thunderbolt/USB 4 - Prise casque 3.5 mm - Port de charge MagSafe 3 - Capteur Touch ID - Magic Keyboard rétroéclairé - Couleur Midnight - Garantie 1 an"
SERVEUR Nas QNAP Rack TS-1232PXU-RP-4G,"6 199,000 DT","Processeur AnnapurnaLabs Alpine AL324 64 bits ARM Cortex-A57 4 cœurs 1,7 GHz - RAM 4 Go UDIMM DDR4 Extensible jusqu'à 16 Go (1x 16 Go) - Mémoire flash 512 Mo - Nombre de disques supportés: 12 x 3.5"" SATA 6 Gb/s, 3 Gb/s - Compatibile Avec Disques durs SATA 3.5"", Disques durs SATA 2.5"", Disques SSD SATA 2.5"" - 2x Port Ethernet 2,5 gigabits (2.5G/1G/100M/10M) - 2x ports SFP+ 10 GbE - 1x Emplacement PCIe - 4x USB 3.2 - Format Montage en rack 2U - Indicateurs LED: Disque dur 1-12, état, LAN, extension de stockage - 2x Ventilateur 70mm, 12VDC - Max Nombre de connexions simultanées (CIFS) avec max Mémoire: 700 - Prise en charge de l'accélération du cache SSD - Wake on LAN - Dimensions: 89 × 482 × 534 mm - Poids: 11.3 kg - Sans disque dur - Garantie 1 an"
"PC de bureau Apple iMac M3 2023 24"" 8 Go / 256 Go / Rose","6 539,000 DT","Ecran Retina 4.5K 24"" (4480 x 2520 pixels) - Processeur: Apple M3 (8-Core/GPU10-Core) - Puce Apple M3 (CPU 8 coeurs / GPU 10 coeurs / Neural Engine 16 coeurs) - Chipset graphique Apple M3 GPU 10 coeurs - Mémoire 8 Go - Disque dur SSD 256 Go - Système d'exploitation: Apple macOS Sonoma - Wi-Fi 6E - Bluetooth 5.3 - Webcam - 2 X USB 3.1 Type C - 2 X Thunderbolt 4/USB-C - 1x RJ45 - 1x Casque (Jack 3.5mm) - Couleur Rose - Garantie 1 an Avec Clavier + Souris optique Apple"
Serveur NAS 12 baies QNAP TS-1232PXU-4G / Sans Disque Dur / AnnapurnaLabs Alpine AL324,"6 799,000 DT","Processeur AnnapurnaLabs Alpine AL324 64 bits ARM Cortex-A57 4 cœurs 1,7 GHz - RAM 4 Go UDIMM DDR4 Extensible jusqu'à 16 Go (1x 16 Go) - Mémoire flash 512 Mo - Nombre de disques supportés: 12 x 3.5"" SATA 6 Gb/s, 3 Gb/s - Compatibile Avec Disques durs SATA 3.5"", Disques durs SATA 2.5"", Disques SSD SATA 2.5"" - 2x Port Ethernet 2,5 gigabits (2.5G/1G/100M/10M) - 2x ports SFP+ 10 GbE - 1x Emplacement PCIe - 4x USB 3.2 - Format Montage en rack 2U - Indicateurs LED: Disque dur 1-12, état, LAN, extension de stockage - 2x Ventilateur 70mm, 12VDC - Max Nombre de connexions simultanées (CIFS) avec max Mémoire: 700 - Prise en charge de l'accélération du cache SSD - Wake on LAN - Dimensions: 89 × 482 × 534 mm - Poids: 11.3 kg - Sans disque dur - Garantie 1 an"
