Product Title,Price,Description
Pc Portable DELL Vostro 3520 / i3-1215U / 16 Go / 512 Go SSD / WINDOWS 11 PROFESSIONNEL / Noir,"1 189,000 DT","Écran 15.6"" Full HD - Processeur Intel Core i3-1215U, 12e génération, (jusqu'à 4.4 GHz, 10 Mo de mémoire Cache) - Mémoire 16 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte Graphique Intel UHD Graphics - Caméra HD 720p - WiFi - Bluetooth - USB 3.2 - 1x prise casque - 1x HDMI 1.4 - 1x RJ-45 - FreeDos - Couleur Noir - WINDOWS 11 PROFESSIONNEL  - Garantie 1 an"
PC DE BUREAU DELL OPTIPLEX 7010 / i3-13100T 13È GÉN / 8 GO / 256 GO SSD /  NOIR,"1 199,000 DT","Processeur : Intel Core i3-13100T (2,50 GHz up to 4,20 GHz Turbo max ,12Mo de Mémoire Cache, Quad-Core) - Mémoire RAM : 8 Go DDR4 - Disque Dur : 256 Go SSD - Carte Graphique : Intel® HD Graphics - Wifi - Bluetooth - 4x USB-A 3.2 Gen 1 - 2x USB-A 2.0 - 1x HDMI 1.4b - 1x RJ45 - 1x DP 1.4a - Prise jack audio universelle - Couleur : Noir - Garantie 1 an"
Pc De Bureau Lenovo ThinkCentre neo 50q Gen 4 / i3-1215U / 32 Go / 512 Go SSD,"1 205,000 DT","Processeur Intel Core i3-1215U, (jusqu’à 4.4 GHz, 10 Mo de mémoire cache) - Mémoire 32 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte Graphique Intel UHD intégrés - Montage: 1x support VESA - Wi-Fi 6 - Bluetooth 5.1 - 1x Ethernet (RJ-45) - 1x USB-C 3.2 - 3x USB 3.2 - 2x USB 2.0 - 1x prise combo casque/microphone (3.5 mm) - 1x HDMI 2.1 TMDS - 1x DisplayPort 1.4 - FreeDos - Avec Clavier USB Calliope, noir, français + Souris Calliope USB, noire - Couleur Noir - Garantie 1 an"
Pc Portable HP 15-fd0051nk / i3-N305 / 32 Go / 512 Go SSD / Gold,"1 209,000 DT","Écran Full HD 15.6"" (1920 x 1080), antireflet - Processeur Intel Core i3-N305, (jusqu’à 3.8 GHz, 6 Mo de mémoire cache) - Mémoire 32 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel UHD Intégré - Wi-Fi 6 - Bluetooth 5.3 - Clavier complet gris clair avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB-C - 2x USB-A - 1x HDMI 1.4b - 1x prise combinée casque/microphone - FreeDOS - Couleur Gold - Garantie 1 an"
Disque dur externe ADATA SD810 /  4 To SSD / Gris,"1 219,000 DT","Disque Dur Externe SSD Adata SD810 - Capacité Disque Dur : 4 To - Type Disque Dur : SSD - Format de Disque : 2.5"" SATA - Interface : USB 3.2, USB Type C - Appareils compatibles : Ordinateur portable, console de jeu, ordinateur de bureau - Performances jusqu'à 2000 Mo/s -résistance à l'eau IP68 - stockage fiable pour les jeux, les étudiants, les professionnels - Dimensions : 7,3 x 4,4 x 1,2 cm - Couleur : Gris - Garantie : 3 ans"
Pc Portable DELL Vostro 3520 / i3-1215U / 24 Go / 512 Go SSD /  Windows 11 pro /Noir,"1 229,000 DT","Écran 15.6"" Full HD - Processeur Intel Core i3-1215U, 12e génération, (jusqu'à 4.4 GHz, 10 Mo de mémoire Cache) - Mémoire 24 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte Graphique Intel UHD Graphics - Caméra HD 720p - WiFi - Bluetooth - USB 3.2 - 1x prise casque - 1x HDMI 1.4 - 1x RJ-45 - FreeDos - Couleur Noir - Windows 11 pro - Garantie 1  an"
Pc Portable HP 15-fd0055nk / i3-N305 / 16 Go / 512 Go SSD / Noir,"1 229,000 DT","Écran Full HD 15.6"" (1920 x 1080), antireflet - Processeur Intel Core i3-N305, (jusqu’à 3.8 GHz, 6 Mo de mémoire cache) - Mémoire 16 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel UHD Intégré - Wi-Fi 6 - Bluetooth 5.3 - Clavier complet gris clair avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB-C - 2x USB-A - 1x HDMI 1.4b - 1x prise combinée casque/microphone - FreeDOS - Couleur Noir - Garantie 1 an"
PC DE BUREAU DELL OPTIPLEX 7010 / i3-13100T 13È GÉN / 16 GO / 256 GO SSD /  NOIR,"1 259,000 DT","Processeur : Intel Core i3-13100T (2,50 GHz up to 4,20 GHz Turbo max ,12Mo de Mémoire Cache, Quad-Core) - Mémoire RAM : 16 Go DDR4 - Disque Dur : 256 Go SSD - Carte Graphique : Intel® HD Graphics - Wifi - Bluetooth - 4x USB-A 3.2 Gen 1 - 2x USB-A 2.0 - 1x HDMI 1.4b - 1x RJ45 - 1x DP 1.4a - Prise jack audio universelle - Couleur : Noir - Garantie 1 an"
"Disque Dur Interne Toshiba 3.5"" SATA / Série MG10 /  7200 tr/min / 20 To","1 279,000 DT","Disque Dur Toshiba Série MG10 - Capacité Disque : 20 To - Format de Disque : 3.5 pouces - Interface de disque : SATA 6 Gbit/s - Vitesse de rotation : 7200 tr/min - Conception à 9 disques scellée à l'hélium, leader du secteur, pour une densité de stockage supérieure - 550 To totaux transférés par an - Capteurs de vibrations rotationnelles (RV) - Technologie sectorielle de format avancé 512e ou 4Kn - Garantie : 1 an"
Pc Portable DELL Vostro 3520 / i3-1215U / 32 Go / 512 Go SSD / Windows 11 Pro / Noir Avec SACOCHE Offert,"1 289,000 DT","Écran 15.6"" Full HD - Processeur Intel Core i3-1215U, 12e génération, (jusqu'à 4.4 GHz, 10 Mo de mémoire Cache) - Mémoire 32 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte Graphique Intel UHD Graphics - Caméra HD 720p - WiFi - Bluetooth - USB 3.2 - 1x prise casque - 1x HDMI 1.4 - 1x RJ-45 - Windows 11 Pro - Couleur Noir - Garantie 1 an Avec SACOCHE Offert"
PC DE BUREAU DELL OPTIPLEX 7010 / i3-13100T 13È GÉN / 24 GO / 256 GO SSD /  NOIR,"1 299,000 DT","Processeur : Intel Core i3-13100T (2,50 GHz up to 4,20 GHz Turbo max ,12Mo de Mémoire Cache, Quad-Core) - Mémoire RAM : 24 Go DDR4 - Disque Dur : 256 Go SSD - Carte Graphique : Intel® HD Graphics - Wifi - Bluetooth - 4x USB-A 3.2 Gen 1 - 2x USB-A 2.0 - 1x HDMI 1.4b - 1x RJ45 - 1x DP 1.4a - Prise jack audio universelle - Couleur : Noir - Garantie 1 an"
Pc Portable DELL Vostro 3520 / i5-1235U / 8 Go / Noir,"1 349,000 DT","Écran 15,6"" FHD, 120Hz - Processeur Processeur Intel Core i5-1235U, 12e génération, up to 4.4 GHz, 12 Mo de mémoire Cache - Mémoire 8 Go - Disque SSD 512 Go M.2, PCIe NVMe - Carte Graphique Intel UHD Graphics - Webcam - WiFi - Bluetooth - USB 3.2 - 1 prise casque - 1x HDMI 1.4 - 1x RJ-45 - Lecteur de carte SD - Windows 11 - Couleur Noir - Garantie 1 an"
Pc Portable HP 15-fd0055nk / i3-N305 / 32 Go / 512 Go SSD / Noir,"1 359,000 DT","Écran Full HD 15.6"" (1920 x 1080), antireflet - Processeur Intel Core i3-N305, (jusqu’à 3.8 GHz, 6 Mo de mémoire cache) - Mémoire 32 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel UHD Intégré - Wi-Fi 6 - Bluetooth 5.3 - Clavier complet gris clair avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB-C - 2x USB-A - 1x HDMI 1.4b - 1x prise combinée casque/microphone - FreeDOS - Couleur Noir - Garantie 1 an"
Disque Dur SSD Interne MSI SPATIUM M580 PCIe 5.0 NVMe M.2 FROZR / 2 To,"1 389,000 DT","CAPACITÉ: 2 To - MANETTE PHISON E26 - MÉMOIRE FLASH: Mémoire NAND 3D - CACHE DRAM: 4 Go LPDDR4 - FACTEUR DE FORME: M.2 2280 - INTERFACE: PCIe Gen5x4, NVMe 2.0 - COMPATIBILITÉ: PCIe Gen5 / Gen4 / Gen3 / Gen2 / Gen1 - LECTURE SÉQUENTIELLE JUSQU'À: 14 600 Mo/S - ÉCRITURE SÉQUENTIELLE JUSQU'À: 12 700 Mo/S - PUISSANCE DE FONCTIONNEMENT MAXIMALE: 11.5 W - PUISSANCE DE VEILLE PS3: 144 MW - TEMPÉRATURES DE FONCTIONNEMENT: 0°C / 70°C - TÉRAOCTETS ÉCRITS: 1400 TBW - TEMPS MOYEN ENTRE PANNES (MTBF): Jusqu'à 1 600 000 heures - DIMENSIONS: 94.80 x 24 x 71.65 mm - Garantie 1 an"
PC Portable DELL Vostro 3520 / i5-1235U / 32 Go / 256 Go SSD / Noir,"1 399,000 DT","Écran 15,6"" FHD, 120Hz - Processeur Processeur Intel Core i5-1235U, 12e génération, (jusqu'à 4.4 GHz, 12 Mo de mémoire Cache) - Mémoire 32 Go - Disque SSD 256 Go M.2, PCIe NVMe - Carte Graphique Intel UHD Graphics - Caméra HD 720p - WiFi - Bluetooth - USB 3.2 - 1 prise casque - 1x HDMI 1.4 - 1x RJ-45 - Lecteur de carte SD - FreeDos - Couleur Noir - Garantie 1 an"
Disque Dur Externe USB 3.2 Seagate Firecuda Gaming SSD NVMe / 2 To,"1 399,000 DT",Capacité 2 To - Interface USB 3.2 2x2 - Interface Interne M.2 - PCI-E NVMe - Matériau Aluminium - Compatible avec: Mac OS X 10.12 ou supérieur | Windows 7 ou supérieur -  Dimensions 52.5 x 10 x 101.4 mm - Poids 100 g - Garantie 1 an
Pc de Bureau Lenovo ThinkCentre neo 50t Gen 4 / i5-12400 / 8 Go / 512 Go SSD,"1 439,000 DT","Processeur Intel Core i5-12400, (jusqu’à 4.4 GHz, 18 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD 730 Graphics intégrée - Lecteur de cartes 3 en 1 - DVD±RW - Ethernet - Wi-Fi 6 - Bluetooth 5.2 - 1x USB-C 3.2 - 4x USB 3.2 - 1x prise combinée casque/microphone (3.5 mm) - 1x casque / micro (3.5 mm) - 4x USB 2.0 - 1x HDMI 1.4b - 1 port DisplayPort 1.4 - 1x VGA - 1x Ethernet (RJ-45) - Avec Clavier USB Calliope, noir, français + Souris USB Calliope, noire - FreeDos - Couleur Noir - Garantie 2 ans"
Serveur NAS 4 Baies QNAP TS-431K,"1 449,000 DT","Processeur Annapurna Labs Alpine AL-214 à 1,7 GHz - RAM 1 Go DDR3 - Nombre de disques supportés: 4 emplacements pour disque dur (4 x 3.5"" /2.5"" SATA 6Gb/s, 3Gb/s HDD/SSD) échangeable à chaud - 3x ports USB 3.0 (2 à l'arrière, 1 à l'avant), 2x ports Gigabit LAN - Prise en charge de 5000 caméras IP - Nombre max de connexions simultanées (CIFS) 400 - Dimensions: 160 x 161 x 219 mm - Poids: 3 kg - Garantie: 1 an"
Serveur NAS QNAP TS433-4G,"1 449,000 DT","Serveur NAS QNAP TS433-4G - Processeur ARM Cortex-A55, (4 cœurs à 2.0 GHz)- Mémoire RAM: 4 Go - Mémoire Flash: 4 Go - Nombre de Disques Supportées: 4 x SATA 3.5"" 6 Gbit/s, 3 Gbit/s - Compatibilité des lecteurs: Baies 3.5"", disques durs SATA 3.5"",disques SSD SATA 2.5"" - Indicateurs LED: État du système, LAN, USB, HDD1~4 - Connecteurs: Port Ethernet Gigabit (RJ45), Port Ethernet 2.5 Gigabit (2.5 G/1 G/100 Mbit/s), 2x Port USB 2.0, Port USB 3.2 Gen 1 - Boutons: Alimentation, réinitialisation, copie USB - Dimensions: 165 × 160.2 × 220.5 mm - Poids: 3.5 kg - Garantie 2 ans"
Pc Portable HP 15-fd0095nk / i5-1334U / 8 Go / 512 Go SSD / Silver,"1 469,000 DT","Écran Full HD 15.6"" (1920 x 1080), antireflet - Processeur Intel Core i5-1334U 13e génération, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel Iris Xe Graphics - Wi-Fi 6 - Bluetooth 5.3 - Clavier complet gris clair avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB-C - 2x USB-A - 1x HDMI 1.4b - 1x prise combinée casque/microphone - FreeDOS - Couleur Silver - Garantie 1 an"
Pc Portable HP 15-fd0094nk / i5-1334U / 8 Go / 512 Go SSD / Bleu,"1 469,000 DT","Écran Full HD 15.6"" (1920 x 1080), antireflet - Processeur Intel Core i5-1334U 13e génération, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel Iris Xe Graphics - Wi-Fi 6 - Bluetooth 5.3 - Clavier complet gris clair avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB-C - 2x USB-A - 1x HDMI 1.4b - 1x prise combinée casque/microphone - FreeDOS - Couleur Bleu - Garantie 1 an"
Pc Portable HP 15-fd0093nk / i5-1334U / 8 Go / 512 Go SSD / Gold,"1 469,000 DT","Écran Full HD 15.6"" (1920 x 1080), antireflet - Processeur Intel Core i5-1334U 13e génération, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel Iris Xe Graphics - Wi-Fi 6 - Bluetooth 5.3 - Clavier complet gris clair avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB-C - 2x USB-A - 1x HDMI 1.4b - 1x prise combinée casque/microphone - FreeDOS - Couleur Gold - Garantie 1 an"
Pc Portable HP 15-fd0095nk / i5-1334U / 12 Go / 512 Go SSD / Silver,"1 485,000 DT","Écran Full HD 15.6"" (1920 x 1080), antireflet - Processeur Intel Core i5-1334U 13e génération, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 12 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel Iris Xe Graphics - Wi-Fi 6 - Bluetooth 5.3 - Clavier complet gris clair avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB-C - 2x USB-A - 1x HDMI 1.4b - 1x prise combinée casque/microphone - FreeDOS - Couleur Silver - Garantie 1 an"
Pc Portable HP 15-fd0094nk / i5-1334U / 12 Go / 512 Go SSD / Bleu,"1 485,000 DT","Écran Full HD 15.6"" (1920 x 1080), antireflet - Processeur Intel Core i5-1334U 13e génération, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 12 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel Iris Xe Graphics - Wi-Fi 6 - Bluetooth 5.3 - Clavier complet gris clair avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB-C - 2x USB-A - 1x HDMI 1.4b - 1x prise combinée casque/microphone - FreeDOS - Couleur Bleu - Garantie 1 an"
Pc Portable HP 15-fd0093nk / i5-1334U / 12 Go / 512 Go SSD / Gold,"1 489,000 DT","Écran Full HD 15.6"" (1920 x 1080), antireflet - Processeur Intel Core i5-1334U 13e génération, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 12 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel Iris Xe Graphics - Wi-Fi 6 - Bluetooth 5.3 - Clavier complet gris clair avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB-C - 2x USB-A - 1x HDMI 1.4b - 1x prise combinée casque/microphone - FreeDOS - Couleur Gold - Garantie 1 an"
Serveur NAS QNAP TS-262-4G Intel Celeron N4505,"1 499,000 DT","Processeur Intel Celeron N4505 DualCore, jusqu'à 2,9 GHz - Graphiques Intel UHD - Mémoire flash 4 Go - Nombre de disques supportés: 2x 3.5"" SATA 6 Gb/s - Compatibile Avec Disques durs SATA 3,5"", Disques SATA 2,5"" - 2x Emplacement M.2 PCIe - 1x Port Ethernet 2,5 gigabits (2,5 G/1 G/100 M/10M) - 2x USB 2.0 - 2x USB 3.2 (10 Gb/s) - 1x HDMI 2.1 - Format Tower - Indicateurs LED: Alimentation/État, LAN, USB, HDD1-2 - Capteur infrarouge - Ventilateur : 1x 70mm, 12VDC - Max Nombre de connexions simultanées (CIFS) avec max Mémoire: 1500 - Transcodage - Dimensions: 168× 105× 226 mm - Poids: 1.55 kg - Garantie 1 an"
PC PORTABLE  HP15-FD0042NK / i5-1334U / 8G 512SSD / Windows 11/ Silver,"1 519,000 DT","Écran Full HD 15.6"" (1920 x 1080), antireflet - Processeur Intel Core i5-1334U 13e génération, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel Iris Xe Graphics - Wi-Fi 6 - Bluetooth 5.3 - Clavier complet gris clair avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB-C - 2x USB-A - 1x HDMI 1.4b - 1x prise combinée casque/microphone - Windows 11 - Couleur Silver - Garantie 1 an"
Pc Portable HP 15-fd0094nk / i5-1334U / 16 Go / 512 Go SSD / Bleu,"1 519,000 DT","Écran Full HD 15.6"" (1920 x 1080), antireflet - Processeur Intel Core i5-1334U 13e génération, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 16 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel Iris Xe Graphics - Wi-Fi 6 - Bluetooth 5.3 - Clavier complet gris clair avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB-C - 2x USB-A - 1x HDMI 1.4b - 1x prise combinée casque/microphone - FreeDOS - Couleur Bleu - Garantie 1 an"
PC PORTABLE  HP15-FD0041NK / i5-1334U / 8G 512SSD / Windows 11/ BLUE,"1 519,000 DT","Écran Full HD 15.6"" (1920 x 1080), antireflet - Processeur Intel Core i5-1334U 13e génération, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel Iris Xe Graphics - Wi-Fi 6 - Bluetooth 5.3 - Clavier complet gris clair avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB-C - 2x USB-A - 1x HDMI 1.4b - 1x prise combinée casque/microphone - Windows 11 - Couleur Bleu - Garantie 1 an"
PC PORTABLE  HP15-FD0041NK / i5-1334U / 8G 512SSD / Windows 11/ Gold,"1 519,000 DT","Écran Full HD 15.6"" (1920 x 1080), antireflet - Processeur Intel Core i5-1334U 13e génération, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel Iris Xe Graphics - Wi-Fi 6 - Bluetooth 5.3 - Clavier complet gris clair avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB-C - 2x USB-A - 1x HDMI 1.4b - 1x prise combinée casque/microphone - Windows 11 - Couleur Gold - Garantie 1 an"
Pc Portable HP 15-fd0095nk / i5-1334U / 16 Go / 512 Go SSD / Silver,"1 525,000 DT","Écran Full HD 15.6"" (1920 x 1080), antireflet - Processeur Intel Core i5-1334U 13e génération, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 16 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel Iris Xe Graphics - Wi-Fi 6 - Bluetooth 5.3 - Clavier complet gris clair avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB-C - 2x USB-A - 1x HDMI 1.4b - 1x prise combinée casque/microphone - FreeDOS - Couleur Silver - Garantie 1 an"
Pc Portable HP 15-fd0093nk / i5-1334U / 16 Go / 512 Go SSD / Gold,"1 529,000 DT","Écran Full HD 15.6"" (1920 x 1080), antireflet - Processeur Intel Core i5-1334U 13e génération, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 16 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel Iris Xe Graphics - Wi-Fi 6 - Bluetooth 5.3 - Clavier complet gris clair avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB-C - 2x USB-A - 1x HDMI 1.4b - 1x prise combinée casque/microphone - FreeDOS - Couleur Gold - Garantie 1 an"
PC PORTABLE  HP15-FD0042NK / i5-1334U / 12G 512SSD / Windows 11/ Silver,"1 539,000 DT","Écran Full HD 15.6"" (1920 x 1080), antireflet - Processeur Intel Core i5-1334U 13e génération, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 12 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel Iris Xe Graphics - Wi-Fi 6 - Bluetooth 5.3 - Clavier complet gris clair avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB-C - 2x USB-A - 1x HDMI 1.4b - 1x prise combinée casque/microphone - Windows 11 - Couleur Silver - Garantie 1 an"
PC PORTABLE  HP15-FD0041NK / i5-1334U / 12G 512SSD / Windows 11/ Gold,"1 539,001 DT","Écran Full HD 15.6"" (1920 x 1080), antireflet - Processeur Intel Core i5-1334U 13e génération, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 12 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel Iris Xe Graphics - Wi-Fi 6 - Bluetooth 5.3 - Clavier complet gris clair avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB-C - 2x USB-A - 1x HDMI 1.4b - 1x prise combinée casque/microphone - Windows 11 - Couleur Gold - Garantie 1 an"
PC PORTABLE  HP15-FD0041NK / i5-1334U / 12G 512SSD / Windows 11/ BLUE,"1 539,000 DT","Écran Full HD 15.6"" (1920 x 1080), antireflet - Processeur Intel Core i5-1334U 13e génération, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 12 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel Iris Xe Graphics - Wi-Fi 6 - Bluetooth 5.3 - Clavier complet gris clair avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB-C - 2x USB-A - 1x HDMI 1.4b - 1x prise combinée casque/microphone - Windows 11 - Couleur Bleu - Garantie 1 an"
Pc Portable HP 15-fd0094nk / i5-1334U / 24 Go / 512 Go SSD / Bleu,"1 565,000 DT","Écran Full HD 15.6"" (1920 x 1080), antireflet - Processeur Intel Core i5-1334U 13e génération, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 24 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel Iris Xe Graphics - Wi-Fi 6 - Bluetooth 5.3 - Clavier complet gris clair avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB-C - 2x USB-A - 1x HDMI 1.4b - 1x prise combinée casque/microphone - FreeDOS - Couleur Bleu - Garantie 1 an"
Pc Portable HP 15-fd0095nk / i5-1334U / 24 Go / 512 Go SSD / Silver,"1 565,000 DT","Écran Full HD 15.6"" (1920 x 1080), antireflet - Processeur Intel Core i5-1334U 13e génération, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 24 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel Iris Xe Graphics - Wi-Fi 6 - Bluetooth 5.3 - Clavier complet gris clair avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB-C - 2x USB-A - 1x HDMI 1.4b - 1x prise combinée casque/microphone - FreeDOS - Couleur Silver - Garantie 1 an"
Pc Portable HP 15-fd0093nk / i5-1334U / 24 Go / 512 Go SSD / Gold,"1 569,000 DT","Écran Full HD 15.6"" (1920 x 1080), antireflet - Processeur Intel Core i5-1334U 13e génération, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 24 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel Iris Xe Graphics - Wi-Fi 6 - Bluetooth 5.3 - Clavier complet gris clair avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB-C - 2x USB-A - 1x HDMI 1.4b - 1x prise combinée casque/microphone - FreeDOS - Couleur Gold - Garantie 1 an"
PC PORTABLE  HP15-FD0041NK / i5-1334U / 16G 512SSD / Windows 11/ BLUE,"1 579,000 DT","Écran Full HD 15.6"" (1920 x 1080), antireflet - Processeur Intel Core i5-1334U 13e génération, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 16 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel Iris Xe Graphics - Wi-Fi 6 - Bluetooth 5.3 - Clavier complet gris clair avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB-C - 2x USB-A - 1x HDMI 1.4b - 1x prise combinée casque/microphone - Windows 11 - Couleur Bleu - Garantie 1 an"
